Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-03-18,06:34:48,"""CNR6955609""",Completed,"""CID1610955""",Auto,IGNOU Road,Kadarpur,7.5,43.5,421.0,19.09,4.9,3.1,Debit Card,2024-03-18 06:34:48,6,18,0,3,0
2024-11-05,07:41:20,"""CNR4944693""",Completed,"""CID1579152""",Auto,South Extension,Kashmere Gate,2.4,22.4,139.0,2.82,4.2,4.6,Debit Card,2024-11-05 07:41:20,7,5,1,11,0
2024-07-21,09:30:17,"""CNR8632104""",Completed,"""CID5435991""",Premier Sedan,Yamuna Bank,Khan Market,13.9,40.2,430.0,48.16,4.6,4.9,Cash,2024-07-21 09:30:17,9,21,6,7,1
2024-12-15,11:28:06,"""CNR1311312""",Completed,"""CID6012503""",Bike,Malviya Nagar,Preet Vihar,13.0,22.5,375.0,24.96,4.4,4.2,Debit Card,2024-12-15 11:28:06,11,15,6,12,1
2024-02-20,18:44:41,"""CNR3802977""",Completed,"""CID4372203""",Go Sedan,Jasola,Civil Lines Gurgaon,2.8,29.9,293.0,40.38,4.6,4.9,UPI,2024-02-20 18:44:41,18,20,1,2,0
2024-12-23,02:30:52,"""CNR1195457""",Completed,"""CID1335957""",Uber XL,Udyog Bhawan,Saket A Block,14.6,39.7,366.0,43.88,4.6,4.3,UPI,2024-12-23 02:30:52,2,23,0,12,0
2024-09-15,18:14:19,"""CNR7593392""",Completed,"""CID5945175""",Bike,Sarojini Nagar,Udyog Vihar Phase 4,2.1,26.0,106.0,36.47,3.5,3.3,UPI,2024-09-15 18:14:19,18,15,6,9,1
2024-06-24,21:41:50,"""CNR5078744""",Completed,"""CID7678870""",Auto,Ashok Park Main,Kaushambi,10.1,42.1,1016.0,19.65,4.6,4.6,Cash,2024-06-24 21:41:50,21,24,0,6,0
2024-01-27,06:17:01,"""CNR2942990""",Completed,"""CID4403999""",Premier Sedan,Ghitorni Village,Khandsa,10.9,30.5,695.0,2.3,3.3,4.9,Cash,2024-01-27 06:17:01,6,27,5,1,1
2024-03-03,20:16:27,"""CNR2226403""",Completed,"""CID8589805""",eBike,Badshahpur,Greater Noida,9.1,20.5,156.0,37.65,4.6,4.1,UPI,2024-03-03 20:16:27,20,3,6,3,1
2024-10-05,09:16:49,"""CNR1390893""",Completed,"""CID7144979""",Bike,Ashram,Welcome,7.1,40.4,123.0,39.39,3.1,4.3,Cash,2024-10-05 09:16:49,9,5,5,10,1
2024-10-09,14:31:08,"""CNR9042176""",Completed,"""CID9147692""",Premier Sedan,Panchsheel Park,Chhatarpur,2.7,39.6,866.0,12.71,4.9,4.2,UPI,2024-10-09 14:31:08,14,9,2,10,0
2024-11-18,21:00:40,"""CNR5347267""",Completed,"""CID2283597""",Go Mini,Saket,Shastri Park,2.3,42.8,436.0,33.92,4.3,4.3,Cash,2024-11-18 21:00:40,21,18,0,11,0
2024-10-03,16:23:02,"""CNR6076839""",Completed,"""CID8904103""",Bike,Kanhaiya Nagar,Sonipat,5.7,16.9,141.0,32.0,4.1,3.7,Uber Wallet,2024-10-03 16:23:02,16,3,3,10,0
2024-12-01,09:46:24,"""CNR4846263""",Completed,"""CID2131883""",Go Mini,Indraprastha,Bhiwadi,8.1,35.6,913.0,29.22,4.5,4.2,Uber Wallet,2024-12-01 09:46:24,9,1,6,12,1
2024-11-13,16:20:56,"""CNR8557664""",Completed,"""CID4904881""",Bike,Green Park,Hero Honda Chowk,8.2,33.8,403.0,36.75,4.2,4.9,Cash,2024-11-13 16:20:56,16,13,2,11,0
2024-03-12,17:59:11,"""CNR3565238""",Completed,"""CID8778984""",Go Sedan,Bhiwadi,Hauz Rani,13.5,26.8,203.0,32.76,5.0,4.5,UPI,2024-03-12 17:59:11,17,12,1,3,0
2024-12-07,23:46:00,"""CNR2635538""",Completed,"""CID5701634""",Auto,Moti Nagar,Sultanpur,4.2,28.0,599.0,15.94,4.6,4.2,Uber Wallet,2024-12-07 23:46:00,23,7,5,12,1
2024-10-24,12:28:01,"""CNR1173593""",Completed,"""CID6183186""",Auto,Civil Lines Gurgaon,Karkarduma,7.0,44.9,269.0,8.97,4.2,3.2,Cash,2024-10-24 12:28:01,12,24,3,10,0
2024-01-26,20:09:22,"""CNR1625739""",Completed,"""CID8987068""",Bike,Mandi House,Hero Honda Chowk,14.9,18.1,754.0,46.83,4.2,4.8,Debit Card,2024-01-26 20:09:22,20,26,4,1,0
2024-07-18,12:26:29,"""CNR5782783""",Completed,"""CID1978011""",Go Sedan,Lok Kalyan Marg,Sarojini Nagar,11.5,15.8,763.0,43.68,3.6,4.5,Cash,2024-07-18 12:26:29,12,18,3,7,0
2024-08-14,06:01:13,"""CNR6780592""",Completed,"""CID4238939""",Bike,Shastri Park,Greater Kailash,5.6,31.9,852.0,19.82,4.5,4.5,UPI,2024-08-14 06:01:13,6,14,2,8,0
2024-04-19,09:39:17,"""CNR8383958""",Completed,"""CID2342460""",Auto,Tis Hazari,Tughlakabad,10.6,38.7,602.0,13.0,3.7,4.2,UPI,2024-04-19 09:39:17,9,19,4,4,0
2024-05-08,08:42:54,"""CNR7105097""",Completed,"""CID4351415""",Go Sedan,Raj Nagar Extension,Noida Sector 62,10.1,21.4,178.0,20.58,4.3,4.1,UPI,2024-05-08 08:42:54,8,8,2,5,0
2024-12-28,11:20:57,"""CNR8798845""",Completed,"""CID3620477""",Auto,Vatika Chowk,Patel Chowk,6.4,37.6,415.0,32.52,4.5,5.0,UPI,2024-12-28 11:20:57,11,28,5,12,1
2024-04-24,08:22:51,"""CNR4363242""",Completed,"""CID1531055""",Auto,IGNOU Road,Bahadurgarh,11.8,22.1,337.0,11.87,4.1,3.3,Debit Card,2024-04-24 08:22:51,8,24,2,4,0
2024-08-17,15:33:14,"""CNR1338810""",Completed,"""CID6573974""",Premier Sedan,Subhash Nagar,Kirti Nagar,7.9,28.5,479.0,10.44,4.2,4.3,UPI,2024-08-17 15:33:14,15,17,5,8,1
2024-05-26,10:41:56,"""CNR6658740""",Completed,"""CID4577575""",Go Mini,DLF Phase 3,Vatika Chowk,6.0,17.4,403.0,24.42,3.6,4.8,Cash,2024-05-26 10:41:56,10,26,6,5,1
2024-05-04,12:51:30,"""CNR5779865""",Completed,"""CID6945703""",Premier Sedan,Civil Lines Gurgaon,Vatika Chowk,6.0,28.9,379.0,20.46,3.8,4.2,Debit Card,2024-05-04 12:51:30,12,4,5,5,1
2024-10-17,17:39:19,"""CNR7884161""",Completed,"""CID7985468""",Premier Sedan,Kanhaiya Nagar,Jahangirpuri,9.3,31.0,77.0,33.69,3.2,5.0,Uber Wallet,2024-10-17 17:39:19,17,17,3,10,0
2024-12-15,17:42:50,"""CNR5898853""",Completed,"""CID5619474""",Premier Sedan,Subhash Nagar,Mansarovar Park,14.9,19.4,209.0,39.09,4.8,4.5,Cash,2024-12-15 17:42:50,17,15,6,12,1
2024-03-11,17:57:25,"""CNR6208804""",Completed,"""CID7010320""",Premier Sedan,Faridabad Sector 15,Indirapuram,3.3,34.5,1209.0,15.89,4.3,4.5,Credit Card,2024-03-11 17:57:25,17,11,0,3,0
2024-07-25,09:02:48,"""CNR5138851""",Completed,"""CID4745053""",Auto,Malviya Nagar,Vishwavidyalaya,7.6,34.3,225.0,28.18,3.9,4.9,Cash,2024-07-25 09:02:48,9,25,3,7,0
2024-03-23,17:02:53,"""CNR4825020""",Completed,"""CID9022951""",Premier Sedan,Hauz Khas,Jama Masjid,14.8,43.5,525.0,7.76,3.6,4.8,Credit Card,2024-03-23 17:02:53,17,23,5,3,1
2024-12-24,14:25:06,"""CNR8942194""",Completed,"""CID2211308""",Go Mini,Shivaji Park,Akshardham,5.6,32.1,327.0,49.92,3.7,3.8,Uber Wallet,2024-12-24 14:25:06,14,24,1,12,0
2024-05-01,18:49:10,"""CNR7876581""",Completed,"""CID4020625""",Go Sedan,Paharganj,Bhikaji Cama Place,11.0,26.1,166.0,22.6,4.1,4.6,Cash,2024-05-01 18:49:10,18,1,2,5,0
2024-09-07,02:59:38,"""CNR7380939""",Completed,"""CID7827607""",Auto,Ambience Mall,Pragati Maidan,5.1,39.7,365.0,38.56,4.3,4.3,Cash,2024-09-07 02:59:38,2,7,5,9,1
2024-08-25,22:15:37,"""CNR7566404""",Completed,"""CID3663016""",Go Mini,Delhi Gate,ITO,3.9,37.5,1048.0,24.44,4.1,4.2,UPI,2024-08-25 22:15:37,22,25,6,8,1
2024-03-27,09:15:06,"""CNR4729279""",Completed,"""CID4894042""",Go Sedan,New Colony,Noida Film City,8.2,23.4,349.0,15.68,4.3,4.8,UPI,2024-03-27 09:15:06,9,27,2,3,0
2024-02-09,23:43:47,"""CNR6025364""",Completed,"""CID5942980""",Auto,Ghitorni Village,Nirman Vihar,10.8,42.0,82.0,47.03,4.4,4.6,Cash,2024-02-09 23:43:47,23,9,4,2,0
2024-06-12,18:04:37,"""CNR2980571""",Completed,"""CID4751619""",Uber XL,Chhatarpur,Adarsh Nagar,11.1,28.2,201.0,31.34,4.5,4.5,UPI,2024-06-12 18:04:37,18,12,2,6,0
2024-02-10,13:57:43,"""CNR8068251""",Completed,"""CID3826220""",Bike,Vinobapuri,Seelampur,4.4,18.0,962.0,35.11,4.3,4.4,Cash,2024-02-10 13:57:43,13,10,5,2,1
2024-08-24,14:23:05,"""CNR6166745""",Completed,"""CID5358586""",Premier Sedan,Munirka,Meerut,4.3,21.7,201.0,18.94,3.8,5.0,Uber Wallet,2024-08-24 14:23:05,14,24,5,8,1
2024-03-31,16:44:16,"""CNR2062790""",Completed,"""CID5757522""",Go Mini,Kashmere Gate,Satguru Ram Singh Marg,9.5,27.5,434.0,21.32,4.2,5.0,Uber Wallet,2024-03-31 16:44:16,16,31,6,3,1
2024-02-15,11:19:39,"""CNR4167993""",Completed,"""CID1611672""",Auto,Rohini East,Narsinghpur,8.8,38.7,329.0,18.08,5.0,3.3,UPI,2024-02-15 11:19:39,11,15,3,2,0
2024-05-18,08:46:43,"""CNR9468843""",Completed,"""CID1732990""",Auto,Lajpat Nagar,ITO,9.0,37.4,294.0,11.06,5.0,4.5,Uber Wallet,2024-05-18 08:46:43,8,18,5,5,1
2024-01-06,08:47:23,"""CNR5296827""",Completed,"""CID9088914""",Go Sedan,Panipat,Rohini East,5.3,41.1,613.0,17.7,4.2,3.6,Credit Card,2024-01-06 08:47:23,8,6,5,1,1
2024-10-12,19:31:49,"""CNR4735860""",Completed,"""CID1284593""",Bike,RK Puram,Kherki Daula Toll,2.6,38.7,213.0,24.16,3.1,4.2,UPI,2024-10-12 19:31:49,19,12,5,10,1
2024-06-28,05:29:45,"""CNR2135156""",Completed,"""CID7969125""",Auto,AIIMS,Pitampura,10.1,32.2,57.0,27.98,4.6,4.0,UPI,2024-06-28 05:29:45,5,28,4,6,0
2024-07-30,07:48:25,"""CNR3836235""",Completed,"""CID3241066""",Go Sedan,Raj Nagar Extension,Chhatarpur,13.2,29.3,268.0,8.82,4.6,4.4,UPI,2024-07-30 07:48:25,7,30,1,7,0
2024-05-14,17:42:22,"""CNR6785484""",Completed,"""CID8018434""",Go Mini,Anand Vihar ISBT,Saket A Block,3.9,23.9,59.0,33.65,4.1,4.8,UPI,2024-05-14 17:42:22,17,14,1,5,0
2024-08-27,18:38:54,"""CNR4667402""",Completed,"""CID2027059""",eBike,Green Park,Gurgaon Sector 29,5.6,35.2,144.0,2.9,4.1,5.0,Cash,2024-08-27 18:38:54,18,27,1,8,0
2024-09-18,12:13:17,"""CNR2815291""",Completed,"""CID4544494""",eBike,Kashmere Gate,Saidulajab,7.8,15.1,193.0,6.07,4.6,3.7,Cash,2024-09-18 12:13:17,12,18,2,9,0
2024-11-11,02:43:07,"""CNR9939606""",Completed,"""CID5625955""",Go Mini,Moti Nagar,DLF City Court,4.4,24.3,129.0,16.94,4.3,4.4,Uber Wallet,2024-11-11 02:43:07,2,11,0,11,0
2024-09-04,18:42:22,"""CNR9494967""",Completed,"""CID5265650""",Go Sedan,Tughlakabad,Lok Kalyan Marg,2.3,19.7,578.0,10.35,4.1,4.3,Credit Card,2024-09-04 18:42:22,18,4,2,9,0
2024-10-31,17:51:19,"""CNR4681322""",Completed,"""CID3044442""",Bike,Khan Market,Gurgaon Sector 29,5.0,43.7,1058.0,13.1,4.1,4.1,Cash,2024-10-31 17:51:19,17,31,3,10,0
2024-01-31,15:31:05,"""CNR7676244""",Completed,"""CID1731009""",eBike,Mehrauli,Jasola,7.0,30.6,75.0,9.1,4.2,4.6,Uber Wallet,2024-01-31 15:31:05,15,31,2,1,0
2024-02-25,18:23:04,"""CNR1813408""",Completed,"""CID4188034""",Bike,Madipur,Vinobapuri,13.7,41.7,449.0,25.94,4.2,4.4,UPI,2024-02-25 18:23:04,18,25,6,2,1
2024-12-28,10:17:55,"""CNR2658830""",Completed,"""CID7750432""",Go Sedan,Saket A Block,Sadar Bazar Gurgaon,4.0,15.4,931.0,6.82,4.3,4.4,Cash,2024-12-28 10:17:55,10,28,5,12,1
2024-07-09,06:21:25,"""CNR2095289""",Completed,"""CID8416803""",Go Sedan,Nirman Vihar,Mansarovar Park,5.4,25.8,64.0,43.24,4.3,3.6,UPI,2024-07-09 06:21:25,6,9,1,7,0
2024-10-14,08:02:23,"""CNR9147045""",Completed,"""CID4250675""",Auto,Chhatarpur,Munirka,9.3,41.2,886.0,42.15,4.2,4.8,UPI,2024-10-14 08:02:23,8,14,0,10,0
2024-12-30,10:36:50,"""CNR1211271""",Completed,"""CID9564131""",Premier Sedan,IGI Airport,Jama Masjid,8.4,39.4,176.0,30.81,4.5,5.0,UPI,2024-12-30 10:36:50,10,30,0,12,0
2024-12-03,09:25:52,"""CNR3916532""",Completed,"""CID5522485""",Bike,Sarojini Nagar,Yamuna Bank,12.1,30.1,972.0,33.14,4.2,4.4,Cash,2024-12-03 09:25:52,9,3,1,12,0
2024-04-06,21:38:51,"""CNR1577003""",Completed,"""CID3242919""",Auto,Sultanpur,Udyog Vihar,13.0,43.5,1376.0,5.01,4.5,4.8,UPI,2024-04-06 21:38:51,21,6,5,4,1
2024-05-17,15:09:11,"""CNR2127446""",Completed,"""CID1195418""",Go Sedan,Mandi House,DLF Phase 3,8.5,33.3,893.0,41.83,4.1,4.6,UPI,2024-05-17 15:09:11,15,17,4,5,0
2024-11-07,15:06:59,"""CNR5062563""",Completed,"""CID8769088""",Auto,Nehru Place,Kirti Nagar,4.9,32.3,465.0,33.57,4.3,4.3,UPI,2024-11-07 15:06:59,15,7,3,11,0
2024-06-25,07:48:44,"""CNR5435084""",Completed,"""CID6683450""",Go Sedan,Saidulajab,Kashmere Gate,7.9,34.4,241.0,33.05,4.0,4.5,Uber Wallet,2024-06-25 07:48:44,7,25,1,6,0
2024-07-10,14:40:30,"""CNR2355385""",Completed,"""CID1288714""",Go Mini,Greater Noida,Chirag Delhi,5.3,34.3,289.0,16.86,4.2,4.7,Cash,2024-07-10 14:40:30,14,10,2,7,0
2024-07-27,12:58:16,"""CNR1497656""",Completed,"""CID6781672""",Bike,Laxmi Nagar,Sultanpur,11.3,42.9,990.0,38.23,4.2,5.0,Credit Card,2024-07-27 12:58:16,12,27,5,7,1
2024-10-16,10:58:16,"""CNR6066948""",Completed,"""CID1834648""",Auto,Punjabi Bagh,Ghitorni,14.2,32.4,69.0,12.8,4.4,5.0,Uber Wallet,2024-10-16 10:58:16,10,16,2,10,0
2024-12-08,20:38:08,"""CNR7063839""",Completed,"""CID5689110""",Premier Sedan,Udyog Vihar,Sushant Lok,4.4,24.5,255.0,12.29,4.6,4.6,Cash,2024-12-08 20:38:08,20,8,6,12,1
2024-09-26,11:38:02,"""CNR4080697""",Completed,"""CID1012802""",Auto,Mansarovar Park,Gurgaon Sector 56,10.4,37.2,577.0,30.99,4.6,4.2,Credit Card,2024-09-26 11:38:02,11,26,3,9,0
2024-11-03,16:11:26,"""CNR5665512""",Completed,"""CID2637315""",Premier Sedan,Anand Vihar,Greater Noida,4.5,42.9,676.0,23.97,4.9,4.2,Cash,2024-11-03 16:11:26,16,3,6,11,1
2024-09-24,10:49:24,"""CNR8306166""",Completed,"""CID9745767""",Bike,Vasant Kunj,Vidhan Sabha,9.2,26.2,338.0,26.61,4.6,4.5,Credit Card,2024-09-24 10:49:24,10,24,1,9,0
2024-05-17,19:00:08,"""CNR2337289""",Completed,"""CID7045497""",Go Mini,Bahadurgarh,Patel Chowk,9.6,25.3,395.0,39.97,4.6,4.7,UPI,2024-05-17 19:00:08,19,17,4,5,0
2024-07-01,18:12:08,"""CNR2258091""",Completed,"""CID8601191""",Bike,Gurgaon Sector 56,Delhi Gate,3.1,38.4,887.0,27.09,4.2,4.5,Cash,2024-07-01 18:12:08,18,1,0,7,0
2024-10-26,07:31:08,"""CNR4319342""",Completed,"""CID7582055""",Go Sedan,Mandi House,Karol Bagh,9.0,24.8,592.0,29.63,4.2,5.0,Cash,2024-10-26 07:31:08,7,26,5,10,1
2024-03-16,23:37:18,"""CNR7596940""",Completed,"""CID3173609""",Auto,Hauz Khas,South Extension,11.6,33.3,274.0,15.98,3.2,4.6,UPI,2024-03-16 23:37:18,23,16,5,3,1
2024-04-26,09:52:45,"""CNR7011582""",Completed,"""CID1608658""",Bike,Badarpur,GTB Nagar,15.0,15.5,115.0,22.15,4.3,4.9,Uber Wallet,2024-04-26 09:52:45,9,26,4,4,0
2024-02-18,17:55:44,"""CNR2202951""",Completed,"""CID2384438""",Auto,Sadar Bazar Gurgaon,Gurgaon Sector 29,9.7,27.9,256.0,20.94,4.0,4.9,UPI,2024-02-18 17:55:44,17,18,6,2,1
2024-01-06,22:14:42,"""CNR8436435""",Completed,"""CID2907775""",Auto,DLF Phase 3,Adarsh Nagar,11.1,19.3,252.0,29.52,4.4,3.1,UPI,2024-01-06 22:14:42,22,6,5,1,1
2024-06-15,08:22:01,"""CNR5991224""",Completed,"""CID6963116""",Premier Sedan,IGNOU Road,Dilshad Garden,9.6,29.0,900.0,27.41,3.7,4.9,Credit Card,2024-06-15 08:22:01,8,15,5,6,1
2024-04-16,08:08:00,"""CNR8006321""",Completed,"""CID5365836""",Premier Sedan,Ashok Park Main,Hauz Khas,3.9,44.3,76.0,38.77,4.0,3.8,Cash,2024-04-16 08:08:00,8,16,1,4,0
2024-11-04,09:26:44,"""CNR5471957""",Completed,"""CID4099316""",Premier Sedan,Nehru Place,Chandni Chowk,8.7,24.3,362.0,32.81,4.3,4.9,Cash,2024-11-04 09:26:44,9,4,0,11,0
2024-08-31,13:33:49,"""CNR7824025""",Completed,"""CID3206893""",Premier Sedan,Rithala,Indraprastha,10.7,24.1,683.0,2.68,4.3,4.4,Cash,2024-08-31 13:33:49,13,31,5,8,1
2024-06-24,09:38:33,"""CNR5297295""",Completed,"""CID2586710""",Go Mini,Noida Film City,Sarai Kale Khan,13.1,28.3,111.0,20.61,4.3,3.7,Cash,2024-06-24 09:38:33,9,24,0,6,0
2024-10-10,08:16:58,"""CNR2684991""",Completed,"""CID6987289""",Bike,Sultanpur,Bhikaji Cama Place,5.2,42.1,189.0,23.51,4.5,4.6,UPI,2024-10-10 08:16:58,8,10,3,10,0
2024-01-28,06:27:39,"""CNR3102669""",Completed,"""CID7678898""",Go Sedan,Janakpuri,Dilshad Garden,12.3,44.0,998.0,42.16,4.7,4.8,UPI,2024-01-28 06:27:39,6,28,6,1,1
2024-10-03,14:30:34,"""CNR3133454""",Completed,"""CID8248512""",Auto,Old Gurgaon,Sadar Bazar Gurgaon,4.2,37.8,670.0,42.66,4.1,4.2,UPI,2024-10-03 14:30:34,14,3,3,10,0
2024-04-09,07:34:10,"""CNR2993671""",Completed,"""CID2976184""",Go Mini,Shastri Park,Subhash Nagar,2.4,19.1,281.0,23.08,4.7,5.0,Uber Wallet,2024-04-09 07:34:10,7,9,1,4,0
2024-04-02,19:55:35,"""CNR1409512""",Completed,"""CID5516171""",eBike,Lal Quila,Shastri Nagar,5.6,36.0,453.0,10.7,4.3,4.6,UPI,2024-04-02 19:55:35,19,2,1,4,0
2024-12-19,10:45:52,"""CNR3362422""",Completed,"""CID5304730""",Uber XL,Panipat,DLF Phase 3,11.4,35.7,81.0,39.46,4.0,4.4,UPI,2024-12-19 10:45:52,10,19,3,12,0
2024-04-08,11:26:59,"""CNR4400765""",Completed,"""CID8201988""",Bike,Kadarpur,Civil Lines Gurgaon,11.8,25.3,267.0,42.71,4.4,3.7,UPI,2024-04-08 11:26:59,11,8,0,4,0
2024-12-12,17:44:53,"""CNR3091646""",Completed,"""CID6871806""",eBike,DLF Phase 3,Golf Course Road,3.6,34.7,336.0,37.14,3.3,4.8,Uber Wallet,2024-12-12 17:44:53,17,12,3,12,0
2024-07-14,06:33:21,"""CNR6485940""",Completed,"""CID2833105""",eBike,Bahadurgarh,Satguru Ram Singh Marg,14.1,42.8,431.0,23.38,3.8,3.8,UPI,2024-07-14 06:33:21,6,14,6,7,1
2024-04-22,17:50:21,"""CNR3012632""",Completed,"""CID5571675""",Auto,Greater Noida,DLF Phase 3,13.4,38.6,198.0,29.51,3.7,3.9,Cash,2024-04-22 17:50:21,17,22,0,4,0
2024-12-07,07:51:58,"""CNR5723797""",Completed,"""CID2966021""",eBike,Mayur Vihar,Jasola,13.9,34.5,157.0,39.27,3.4,4.5,Cash,2024-12-07 07:51:58,7,7,5,12,1
2024-11-24,21:41:27,"""CNR2224022""",Completed,"""CID4804435""",Go Mini,Dwarka Mor,Laxmi Nagar,14.5,37.0,539.0,31.72,4.3,4.3,Cash,2024-11-24 21:41:27,21,24,6,11,1
2024-09-14,20:03:24,"""CNR4774847""",Completed,"""CID1927148""",Go Sedan,Mayur Vihar,Peeragarhi,6.1,31.5,1524.0,39.31,3.6,4.6,UPI,2024-09-14 20:03:24,20,14,5,9,1
2024-06-18,16:58:57,"""CNR9097141""",Completed,"""CID2277439""",eBike,Inderlok,Okhla,13.8,20.2,416.0,39.21,4.6,4.2,UPI,2024-06-18 16:58:57,16,18,1,6,0
2024-10-02,08:17:37,"""CNR6287935""",Completed,"""CID1040906""",Go Mini,New Delhi Railway Station,Welcome,6.8,31.4,902.0,17.71,3.6,4.2,Cash,2024-10-02 08:17:37,8,2,2,10,0
2024-08-31,06:25:09,"""CNR2249490""",Completed,"""CID8284015""",Bike,AIIMS,Tilak Nagar,10.8,30.6,513.0,2.3,4.5,4.9,Credit Card,2024-08-31 06:25:09,6,31,5,8,1
2024-11-16,19:31:26,"""CNR1543278""",Completed,"""CID4956593""",Auto,Vasant Kunj,Chanakyapuri,4.0,27.9,482.0,17.24,4.7,4.9,UPI,2024-11-16 19:31:26,19,16,5,11,1
2024-04-13,18:38:56,"""CNR7052594""",Completed,"""CID3984543""",Auto,Noida Extension,MG Road,11.3,44.9,776.0,46.29,4.2,4.0,UPI,2024-04-13 18:38:56,18,13,5,4,1
2024-03-25,13:06:53,"""CNR9121577""",Completed,"""CID5503882""",Go Sedan,Gwal Pahari,Jasola,5.8,30.4,458.0,25.97,4.3,4.2,Credit Card,2024-03-25 13:06:53,13,25,0,3,0
2024-11-14,17:22:16,"""CNR7073103""",Completed,"""CID2691249""",Auto,RK Puram,Mayur Vihar,10.9,39.0,337.0,36.06,3.9,3.6,Uber Wallet,2024-11-14 17:22:16,17,14,3,11,0
2024-07-24,06:00:28,"""CNR1536198""",Completed,"""CID5245875""",Auto,Netaji Subhash Place,Vasant Kunj,5.6,27.9,927.0,44.89,4.1,4.6,Credit Card,2024-07-24 06:00:28,6,24,2,7,0
2024-08-10,09:40:52,"""CNR8135239""",Completed,"""CID5288437""",Go Sedan,RK Puram,Ramesh Nagar,4.0,17.4,1570.0,18.42,4.0,4.3,Cash,2024-08-10 09:40:52,9,10,5,8,1
2024-07-21,18:23:34,"""CNR7731628""",Completed,"""CID5191522""",Go Mini,Udyog Vihar Phase 4,Rajiv Chowk,14.3,31.2,553.0,8.29,4.1,4.9,UPI,2024-07-21 18:23:34,18,21,6,7,1
2024-09-30,17:21:37,"""CNR6330807""",Completed,"""CID3881760""",Auto,Hauz Rani,Sushant Lok,5.5,27.7,379.0,7.52,4.1,4.9,Credit Card,2024-09-30 17:21:37,17,30,0,9,0
2024-12-27,13:39:02,"""CNR6676282""",Completed,"""CID9030643""",Auto,Sadar Bazar Gurgaon,Ghaziabad,11.8,27.8,796.0,26.84,3.0,4.4,Uber Wallet,2024-12-27 13:39:02,13,27,4,12,0
2024-11-17,18:21:37,"""CNR3370265""",Completed,"""CID7621372""",eBike,Lok Kalyan Marg,IGNOU Road,7.3,26.9,364.0,7.72,4.6,4.3,UPI,2024-11-17 18:21:37,18,17,6,11,1
2024-09-14,18:01:53,"""CNR1106717""",Completed,"""CID1475549""",Go Mini,Moti Nagar,Greater Kailash,4.6,33.5,1240.0,8.58,4.3,4.4,Uber Wallet,2024-09-14 18:01:53,18,14,5,9,1
2024-09-16,19:01:58,"""CNR7050548""",Completed,"""CID6936764""",Bike,Nirman Vihar,Saidulajab,2.6,31.0,266.0,17.84,4.7,5.0,Credit Card,2024-09-16 19:01:58,19,16,0,9,0
2024-10-30,17:35:58,"""CNR3645023""",Completed,"""CID4364978""",Go Mini,Gurgaon Sector 56,Jama Masjid,11.6,32.3,256.0,42.25,4.3,4.1,UPI,2024-10-30 17:35:58,17,30,2,10,0
2024-05-04,09:59:57,"""CNR5625256""",Completed,"""CID3044260""",Go Sedan,Udyog Bhawan,Peeragarhi,4.7,38.0,332.0,42.84,4.2,3.6,UPI,2024-05-04 09:59:57,9,4,5,5,1
2024-10-03,11:15:36,"""CNR1636966""",Completed,"""CID9191884""",Premier Sedan,Bhiwadi,Vidhan Sabha,7.1,18.5,268.0,20.65,4.5,4.9,Uber Wallet,2024-10-03 11:15:36,11,3,3,10,0
2024-09-15,05:36:06,"""CNR1803455""",Completed,"""CID1141122""",Uber XL,Rohini East,Kaushambi,8.0,33.5,362.0,26.28,4.2,4.3,UPI,2024-09-15 05:36:06,5,15,6,9,1
2024-02-19,09:42:52,"""CNR4198237""",Completed,"""CID5249226""",Auto,Ghitorni,Noida Extension,9.3,42.7,263.0,46.34,4.2,5.0,UPI,2024-02-19 09:42:52,9,19,0,2,0
2024-03-20,15:58:04,"""CNR6068414""",Completed,"""CID1234228""",Uber XL,Paschim Vihar,Gurgaon Sector 56,14.1,15.5,131.0,32.1,4.5,4.9,Uber Wallet,2024-03-20 15:58:04,15,20,2,3,0
2024-04-02,18:27:17,"""CNR9646872""",Completed,"""CID3427663""",Auto,Paschim Vihar,Mundka,9.4,33.8,454.0,17.27,4.1,4.7,UPI,2024-04-02 18:27:17,18,2,1,4,0
2024-12-13,01:02:55,"""CNR2687946""",Completed,"""CID8612737""",Premier Sedan,Adarsh Nagar,Aya Nagar,6.2,42.5,753.0,40.16,4.2,4.2,Uber Wallet,2024-12-13 01:02:55,1,13,4,12,0
2024-01-25,06:28:22,"""CNR5305488""",Completed,"""CID3122319""",Go Sedan,Dwarka Mor,Anand Vihar ISBT,11.3,33.0,150.0,20.83,4.8,4.6,Cash,2024-01-25 06:28:22,6,25,3,1,0
2024-03-07,02:25:36,"""CNR7064587""",Completed,"""CID8576437""",eBike,Shastri Nagar,Janakpuri,3.2,21.9,155.0,29.32,3.9,4.8,Uber Wallet,2024-03-07 02:25:36,2,7,3,3,0
2024-10-26,19:26:19,"""CNR1277945""",Completed,"""CID3192055""",Auto,Sadar Bazar Gurgaon,RK Puram,6.3,39.8,218.0,25.08,4.2,4.9,UPI,2024-10-26 19:26:19,19,26,5,10,1
